Exam_1,Exam_2,Exam_3,Exam_4,Exam_5,Exam_6,Attendance (%),Study Hours,Activity Hours,Stress Level,Future Marks
42.40837189795997,38.728294193005816,47.39371882693433,33.55185876117872,40.69264633661404,30.0,68.48,3.96,2.12,6.14,30.0
57.615453356316344,48.07030754105657,48.46291237941405,45.87525893390071,53.475603821091426,44.6304094670967,64.17,7.18,3.37,2.99,30.0
71.36886867077497,76.92349052162888,85.70492329417362,75.05836071420762,80.35191374483061,72.58205051172739,68.93,4.76,2.73,5.98,67.27880788155986
61.40875196022683,63.91005937090685,80.07306924067471,74.12266193013248,73.04035442149106,73.31502531867417,70.64,3.05,2.92,4.34,86.91795229498376
65.39149029288663,88.1755517172703,83.03101407552187,87.69455505637475,83.884058154738,83.25960118328366,53.18,2.99,2.56,5.91,95.33970309307693
30.617234601487112,30.0,35.53853494531588,30.0,30.0,32.87266376279865,50.46,8.27,0.88,6.46,44.825833717265326
30.0,30.0,41.38797065191035,37.31334275322446,52.28096417916153,30.0,67.49,6.65,3.92,6.83,30.0
86.54660508592306,73.24540140856567,66.8932065062791,73.04548558431742,79.80149243078701,77.97003563164154,64.47,6.98,2.13,9.0,53.20210835054949
66.67595594915824,56.90787929538684,65.24527846593247,65.7583880178186,50.55206615152468,52.787558934906386,93.29,7.52,2.02,2.93,36.22255713998382
45.909419160032016,67.80970820001176,55.93851334387582,49.67177940279306,56.429732813351166,53.07361326149162,64.08,5.33,2.24,2.09,63.346298594039965
59.302589621139035,51.19410275244366,48.735616475443365,64.19977009896799,58.61451810829529,54.46378926413452,55.19,2.11,0.51,6.49,43.840724013709035
70.78830331552288,60.76668755886311,62.463702812880996,74.46504078985895,61.86613006839236,55.691806909884356,86.98,4.76,3.68,2.02,30.0
87.10740443588293,84.37947978321152,77.27049110443022,78.06236852630602,83.30051124133863,71.6875949407534,62.74,3.37,2.78,4.7,35.06514584890957
76.0180713709056,94.16357826926894,81.36481991870158,79.37140964500905,78.6796542114182,93.71352444390183,90.6,3.88,0.82,4.92,100.0
70.73765492441647,67.72461941575345,72.84526340166686,76.71624552841735,73.42883417026975,67.0297797352824,70.18,2.23,2.53,2.14,63.5678595569964
57.64620616494126,70.76554986797372,50.671282343023236,54.65817755273462,70.74093111276505,60.628689663444874,64.1,2.97,2.61,2.4,66.10162287422041
49.047210205058605,32.568154261020645,43.71815915441957,46.39989897809707,43.682441344693345,30.0,78.85,4.08,0.42,9.94,30.0
75.0615173281042,68.5466512569511,82.48038101009348,58.66455458608848,79.2470722011119,86.21031350830198,53.08,6.9,0.04,8.02,83.49692281457735
50.66011708338006,48.160179897045666,43.23475386113873,42.773951303512376,37.25263511857661,38.56179259077584,93.81,1.17,3.66,9.4,30.0
47.334622164027905,41.26103444103646,37.669458987277366,46.91203161270905,46.096050962498545,53.413545906047815,99.73,4.78,3.04,1.94,63.433490502953106
52.80115458229981,57.56798050948819,63.0178893336234,67.48204423624745,39.387176696936905,44.47646954360123,95.85,2.21,3.36,1.04,44.810368887224044
30.63709801931531,41.62745739809518,43.27536388966664,36.590241809562606,40.76057149514461,46.78562537197772,67.81,1.07,0.3,4.86,71.3788366977035
55.87388506996472,56.7651737966934,58.971954185930606,55.67964319649892,52.28246671711002,52.98995525044261,97.17,4.29,4.56,8.02,42.669196770640255
53.05879728704296,31.411514085143914,52.07948201513834,55.11158892555938,38.33071421857408,46.479816413719895,51.39,8.25,0.1,8.48,40.33616832431025
78.27862638184918,68.54576981725307,73.26111069352697,82.09904878103131,76.19575498081748,75.483782033446,79.68,2.48,0.62,9.82,61.09045061130816
53.92630520918671,36.49650029733197,39.674162934916275,39.22877339508473,43.94309821726813,37.50682818171655,53.14,7.18,1.83,7.8,30.0
69.31891314941068,76.82266914522096,77.64897327001911,60.96213467803044,78.45047209629195,58.727549197190925,66.13,6.8,4.26,6.48,32.65779890772528
47.08201636488729,56.5505200924015,63.18260593699195,62.00879473793855,53.16338412939904,63.1783524854531,59.34,4.83,2.75,7.11,75.34269806840689
70.4723886290989,70.84495866052094,41.35407579687217,67.64654736572834,50.50563812032494,47.023366501843086,87.74,6.84,3.19,5.98,30.0
33.52676634360367,52.84709032522666,30.0,45.279765378910156,36.2253664950743,32.13717744354791,73.83,3.66,2.57,2.49,47.24410698040687
87.59605861151111,87.53865091964535,95.15475880713454,66.88655443248057,92.28687110195116,100.0,95.72,1.81,3.85,6.55,94.38759577757465
59.821164228317315,56.61763075020832,64.06580248092075,55.89896133869403,43.520287062076235,57.80510803480287,75.88,4.44,2.82,2.03,58.658806299138206
75.410010437856,79.9651015381441,83.38297509331846,63.66790078877922,86.67438052328751,96.67474025396601,81.7,9.86,0.69,4.87,100.0
44.61495536587325,33.78070087762556,46.328785093853625,43.93052595938976,51.64058315262043,47.730409368477346,75.84,8.37,2.74,1.37,61.059787468290594
31.814340737687626,50.16517139783254,44.65872813896717,37.88660844938184,54.382082913931036,51.02442130466269,90.59,7.68,3.68,2.6,83.7380323034205
35.27417451360178,30.0,37.47781423308802,38.80601593465226,39.7171138508592,30.0,68.5,7.67,3.92,7.87,30.0
57.2836796188124,58.318862605151324,57.272089410907704,48.960877542014934,64.78657543323283,58.01589980896641,92.7,8.22,0.21,4.41,68.28809289790217
88.82330948006738,82.74796429380845,89.99233446217617,100.0,85.88255486160355,94.49608567558558,54.31,9.43,1.89,6.19,83.17906563253064
79.4886930252709,66.80148392883885,62.22344128964279,68.68005482444093,48.482282404065494,78.24609401976755,90.14,3.15,0.21,6.62,65.57531195793982
54.26475118861429,53.26754774378521,52.34484496342006,60.92952890341333,58.97955977141645,55.38300952819076,69.65,9.66,2.08,6.41,58.08723080317945
46.520197049510244,61.35648068775715,48.844433482687826,36.90983809056514,52.57749644937299,56.674504796158566,73.75,8.14,1.8,9.45,74.3339997084804
52.9173220157636,39.68227254986592,30.0,30.30419797079515,30.0,30.0,77.21,5.89,2.49,2.21,30.0
39.87809562799931,30.886802147818127,44.913588411394805,31.153330043257135,33.81435036510274,32.34920691255614,96.67,4.0,1.09,5.47,35.34225645739996
68.94358072949548,73.22042010794826,63.53515138250312,63.02454698878299,76.50564245162306,67.45114535834091,51.59,1.68,1.37,2.8,61.715941307187464
31.967697110371113,33.34374544534697,33.60960834445975,41.31230421252737,30.0,38.831809113535485,61.34,3.8,4.92,8.49,39.62315443748452
36.49386044451868,36.209657307863964,34.95800261347819,30.0,33.66959518892408,34.72479746964694,78.53,9.51,2.21,6.39,43.65593822986569
81.67005034688758,86.00617035296168,75.2564944570737,80.4636335950153,87.2617362077916,84.65427840961826,89.81,1.03,3.16,6.37,70.47436606369838
73.99191800805507,67.62751396866936,68.46395559716208,60.32582925545628,53.25862281309283,68.8891392790328,94.97,9.35,2.01,9.01,64.29204568596825
65.36866939667564,72.87741122955221,68.07254231378502,67.3304629317044,74.15591249528039,59.03570993856489,56.32,4.73,0.07,8.57,49.57396144434191
75.44497306447737,91.13609415991756,75.82024818660346,82.90300939119793,64.89102388372012,74.16211734801719,65.38,1.38,3.17,3.24,63.66416721348117
74.04912488701667,74.3446417127523,90.17527024590525,86.62911503539901,74.02981582695116,64.97020832257611,58.93,7.89,3.93,6.1,34.972781610541915
30.39797289777383,30.0,35.79141499157285,30.0,30.0,46.31357760139926,85.97,4.03,1.45,5.87,79.00602531527558
76.05866158245718,80.41024944543686,85.09188148460967,71.43426883070079,95.63678243697184,86.78462382917226,98.45,5.21,2.87,5.0,94.29791997144939
80.82875951868402,79.28841624412473,92.68561002518013,82.86181409561462,96.39151837795815,83.27889932263332,56.95,3.27,3.66,2.48,65.54997992386795
60.45330013330997,70.63088125564288,81.04489908081156,68.67163561706523,73.61317957229659,78.96099528157181,97.38,4.2,1.25,6.55,100.0
35.46500236647,60.54823104897758,38.92261585797957,50.30917077626273,53.476524580987174,40.55775602475737,84.78,7.89,2.21,7.45,54.75224314372389
56.95608195644391,63.671335123146406,51.354076559899056,52.6815413241878,71.4029266824239,66.53226706119423,73.61,4.45,1.26,6.44,78.59621834608669
63.99552979561466,68.20965424393846,67.76680947575203,58.26282749501232,65.25332476750876,64.65279878958802,58.13,8.69,3.43,5.68,52.28901726836215
62.65269935843367,57.35063765122591,57.26119101185491,58.02888719267678,41.88437192205768,69.39414486429371,93.14,1.72,3.89,5.44,64.84933247225077
34.822460897564966,54.32482570949222,37.99599967939543,46.595713975165616,30.0,50.439908237518296,76.74,8.89,4.56,3.39,75.34054446087497
67.89410640877212,95.10630048210403,86.77484930823488,83.98658915886551,75.97404632733186,89.7327686490796,76.98,2.16,2.63,4.56,100.0
36.10908027092122,30.0,30.0,30.0,30.0,30.0,76.74,2.79,2.54,2.42,35.94435867030898
77.2589821623373,76.05362966187657,68.51920965298541,80.96965337813945,76.21835759831723,72.54868271849364,50.41,2.92,3.08,4.38,49.14822605347661
48.209828037792846,38.12853244039014,51.89744640231207,39.96419138683727,38.33579853588355,45.80267940341993,85.06,3.62,1.49,3.67,47.374703879075966
89.07600030012898,81.83982584096199,73.67105674208383,95.00208144230413,76.60229386993616,83.28621697597542,78.13,2.21,0.75,8.13,63.25703975489368
30.0,39.87883171803997,39.7202768736459,34.6457550995092,31.48636762331973,30.0,93.56,6.97,1.71,7.15,50.21177665170239
37.54710330188435,45.95235550174392,45.73652455968707,44.34972609661949,33.879236131855684,47.15410532893688,56.05,2.52,1.58,6.34,59.655402145150354
30.0,31.503424543578138,31.297479246468775,30.0,43.830852401604474,37.68862425837148,94.96,6.61,0.03,2.68,64.87093531602477
42.8063694531768,48.01045448390574,46.018062047770485,52.93527213941792,40.41555816300858,45.62810771318785,71.38,9.6,1.07,5.65,45.71576272087106
52.03736136841433,47.50877026035436,47.75771401485823,43.012044767711814,43.542513463602205,40.66023713313682,91.13,2.97,1.21,6.78,30.0
75.31681581064647,88.8831976916004,68.31323487691321,82.41187346930363,84.60980812908879,80.41514158392849,94.54,1.85,4.94,9.54,66.27478921716808
46.24836656915788,46.283703512175606,52.47680791179709,49.806060342349674,59.90456890286511,65.16091194008324,53.57,1.62,1.05,3.61,87.224250242795
92.51246633056243,88.736077577382,84.86109608686213,100.0,99.52709813636893,100.0,79.34,8.5,0.36,7.22,96.11636611790294
60.11987731994034,57.77333413986715,49.766951612120046,48.12414210698494,49.70266943032215,59.801992039813726,65.57,8.85,0.78,2.86,56.19155567002584
81.8147058859631,78.77955198334408,77.98229931575688,73.90403427844862,57.23137983231624,68.1327713958969,67.78,8.12,2.55,2.15,39.16870949865913
84.53148496119647,85.21996654182301,88.83144750602044,77.82171979657768,76.55220913646517,64.53640643049329,67.91,8.45,0.11,3.19,33.572195765751744
73.73736458204817,76.9672703250823,72.13369150602885,77.3705583538595,80.46218745033427,74.92665559207651,59.52,4.98,0.36,4.51,68.71121728392743
51.02965376680257,30.0,39.427127299751874,52.69741733084,32.984946830942675,50.278478747104685,95.67,3.48,4.0,9.26,48.35665798626109
67.43868920838472,65.88364636088892,34.49307766857245,57.53879553802588,60.867440181151686,76.04049630886664,89.12,5.78,2.95,2.81,78.31394070806648
56.93824954086772,52.12278230255225,67.21727715262027,50.363198783830306,50.360826422437476,57.46025826023526,95.11,9.26,4.65,3.43,55.002071044723856
30.0,37.69565973373812,30.0,30.133728134741844,43.80586143193876,30.0,58.0,4.58,2.9,9.53,38.64150127330342
53.5497052252478,79.21011344099975,68.51900937345489,51.51475566134563,40.071035891441,50.8405012951676,62.82,1.09,1.37,1.98,48.19805924429207
52.038804738646355,55.159616047314394,30.0,49.078297895624615,36.28377953585874,53.97817053286393,89.04,2.94,3.58,8.2,52.31663359834343
30.0,37.54151142234296,32.35352590510401,44.87395233631417,39.627131317511044,48.00776379990974,61.32,5.33,2.49,2.94,75.85293644415198
35.738929177781216,36.88319014836855,42.48602745382175,52.167881922032805,40.812682865384325,34.31170583635879,66.84,5.99,2.88,2.18,39.50774615208171
68.27748274997239,60.22405129263254,76.94402483554563,63.7189588832165,69.94688453007731,76.64480383405838,84.32,1.17,1.56,6.74,84.33618456297974
51.805755155685176,35.019396395826334,55.54562440868685,54.24795213408662,56.05908672296428,34.28171177245713,88.98,6.18,4.93,3.23,30.0
31.567897936453093,30.0,37.06429422824704,40.1544663063348,30.0,40.54663910351297,91.02,1.4,3.78,3.4,61.524437270761624
62.24391443136129,60.60387969962018,53.11437582360473,61.62366912587622,74.50535360916561,64.3219204005194,69.96,6.54,1.83,4.54,64.93978080479889
82.02723659558859,86.2409139504554,89.19124800385458,81.4213364912998,84.78464164742533,87.69794558874221,50.06,1.71,3.81,6.26,70.25086739067088
44.50531491848273,55.02955119643209,50.03594922316876,40.55691022926613,63.39251387218923,46.22732334704945,83.79,6.04,3.95,7.65,45.92158666588579
69.16938155314686,71.35439729116221,77.58961037901689,61.181951930682345,76.4262949656574,68.03261191080159,88.24,1.2,2.51,3.47,68.46537294926065
57.064916413267866,41.792281460153774,54.858312120813544,61.742803559978476,49.757895539224116,70.79058320059666,88.56,6.95,2.05,9.06,83.22488556965034
36.07047748012497,31.510717596188965,30.0,39.53434973911638,30.0,40.84901279676976,91.17,7.13,3.95,8.34,48.93517386179519
80.18544842355784,100.0,86.45881015983745,94.58416795842898,87.74889189227764,79.41181906514419,78.03,3.99,0.77,8.64,71.68368674103128
77.38697503783848,67.53851658912559,51.034387336216525,71.55863195701644,56.370419630437254,67.12760486666717,85.61,6.22,0.86,3.35,42.74884863101602
39.02581498645463,43.42370101242108,53.784597741169996,53.11405213393402,30.0,44.616577470681115,52.75,7.06,4.46,8.23,42.238323369947096
85.3878789896364,69.11351602819622,84.81098938383587,84.44699609549795,79.34440872737244,72.6962009753511,83.99,8.48,0.21,1.21,51.9928043834109
79.06115352985401,80.36973982872075,86.47961141855478,91.08405220882554,96.85385283350517,81.26631453703895,56.38,7.79,2.36,2.35,75.39757809793763
40.79238838643089,40.106209311252904,42.49684906480113,39.41697884054433,48.26514428802051,39.83773161587055,80.25,6.53,2.66,1.83,46.74037154830309
56.38681949449111,53.2211595545612,60.66050656269604,63.225830516301045,66.73052709355069,57.79237638602716,56.74,9.22,2.35,6.12,53.32513934411992
50.7650984800909,71.60109856870329,53.50672632661345,54.90731835834961,69.1893204330435,52.657091159421455,87.84,7.0,1.17,6.29,60.27642179587929
52.70895822023198,36.041236691746,43.01188652459197,30.0,30.0,37.26172108404403,91.58,9.39,3.75,8.59,30.0
73.28465787489344,62.543509668550755,64.13276629391906,66.80206883773849,72.36529303454128,49.758202302484534,65.6,9.19,4.35,6.02,30.0
66.89884446845528,76.22313718676588,68.83769315234812,74.82358558994513,80.29278370627159,78.6359107806665,71.77,3.25,3.43,7.68,78.75533906145286
82.11055128210971,69.60901338955176,87.90107444162642,78.43103767335731,79.68475763155621,76.77301625913685,88.15,7.84,4.43,7.56,51.15002747818331
44.337624055272386,30.248148712830663,54.61009133631275,30.0,53.46295510825448,40.74775665832913,87.46,9.43,2.96,1.11,47.459659988919476
90.40599213744636,94.14072061559968,90.39389169534753,93.93955390917566,94.08086424651752,85.60235525177717,64.58,6.06,0.5,9.3,64.69235087254803
50.9851872842696,50.46749586419523,73.17745162131814,52.613353278015296,48.079093092249735,55.43541820168107,94.64,8.96,3.5,5.19,60.34566231548249
31.251440272391203,68.35022223450771,60.963665961943654,46.72299596597057,33.223287786849454,51.30422694644391,62.91,1.34,2.92,3.07,83.48289369842847
43.4687746479838,53.84653068221597,55.42227084977544,48.98120769370203,45.881688872083735,51.54210347879175,81.65,6.2,1.3,9.18,65.54315453866354
60.784838944655235,50.77022503399239,40.88166640400274,44.97380496755341,57.03953751292164,51.25503874083297,70.84,7.82,1.14,2.99,39.45922607001963
30.0,30.0,33.50735507853842,30.0,30.672305970400174,56.75735916242745,74.44,4.67,1.06,5.34,99.54084531706057
76.6841066371168,62.274333450894964,68.56858814031416,71.96697061078669,75.41713848927157,91.11423036403197,54.71,2.55,0.51,6.51,94.84980302647342
53.18329802036895,49.03189869509029,71.59996464333854,54.54530189310689,54.890797022442335,47.77858259763406,74.32,6.63,4.14,7.11,33.3063807435457
56.126822952902316,60.44204878629341,66.39929025350709,59.53737993355287,73.15277422281969,49.21770419829993,88.99,8.06,2.6,8.72,46.51598142177933
42.00688603008351,37.455557435347565,30.0,68.6046842521836,37.61079419237671,38.054782766841555,71.71,2.18,2.28,8.29,33.82252279014603
30.0,42.477930086316775,32.504085299503565,39.39447445267796,30.0,45.90408337844846,75.94,2.26,2.57,3.18,73.87337592166408
81.01562372150876,54.637547685758264,52.86449662688842,77.14172039778951,50.203005983785836,72.6922586904052,66.65,2.33,0.48,1.12,54.27235287904591
56.74057465225165,46.35489452244605,51.91664373477969,56.96478731184169,55.41508671544007,56.79380450035573,88.13,2.81,1.17,5.69,57.565816710652
63.83596383753116,75.08808223016254,70.35759518236847,77.92308107259016,81.67465461481635,69.6515492289297,75.26,8.66,3.4,9.08,74.29388846889361
59.84222899127742,60.20481994275707,46.975625125140155,66.9655500349629,51.94853035818404,59.72247839365148,83.95,7.53,4.83,3.34,49.073881621989635
67.10000797694344,78.03737816060958,82.90083087131107,55.495041156158074,59.845642030619466,80.70863714974158,82.38,5.07,4.84,1.75,79.23177128139295
44.73565460579667,46.62067695175422,36.00440086448462,40.43817187222035,30.104654009086435,47.62341961680251,86.31,5.59,0.65,7.75,57.0459771239697
56.89457850008881,52.17229768122461,49.08343482375463,53.33516736923421,74.09335313556471,62.228022798252354,83.45,9.48,4.12,1.38,69.30356576440768
53.072189330263555,59.05122855491433,48.663279507793945,58.71485983929605,68.85576077916214,65.59680039520782,54.43,9.3,2.4,6.61,75.34514732368152
65.5021567962304,70.01371492796841,54.69181111639887,50.54431156786362,61.097027893554234,57.950866905782554,52.97,6.92,4.42,6.19,30.588300011320555
86.34963662633895,82.88821417219141,80.33210975224245,90.08205056692768,90.03211323645606,75.42807363209258,95.4,3.12,4.54,3.79,45.81227378236554
77.6604899228481,56.52148722178613,63.84432897037106,60.06094580280784,74.040927436604,57.90640988819575,71.12,8.08,4.87,1.54,30.0
30.0,30.0,33.10738315450292,35.457768647302636,30.0,31.287153633592496,84.7,2.5,3.93,3.25,33.34375222959946
50.9601926792009,71.03165226897323,54.09925160847978,58.627495189551475,62.919338472580094,56.36550109012876,50.4,5.43,2.66,2.81,63.08693504644072
42.974369747272235,48.091262706384285,44.652636561787865,59.11084751277111,51.10002312681467,42.72668913312134,94.01,8.99,4.79,8.81,38.587970291894415
75.96950514055924,64.89321541101339,68.7285282685546,67.43040349340234,70.68727198153617,64.98175980759456,79.58,6.7,0.27,3.19,47.921430187296785
85.45662556592181,85.23499167514895,71.89833586670694,86.85704265402174,77.49017021552122,77.92278073364244,98.78,8.81,4.47,8.98,57.295288030372774
41.77842693465215,30.0,30.0,52.10148621493274,30.0,30.0,82.25,4.56,4.09,6.11,30.0
63.378234033667184,74.74526843357933,76.98355224330646,77.1323331594881,65.70370976853361,64.17387480587008,96.9,8.43,3.49,1.74,71.10711573198535
47.620502513834,62.72539491293118,49.806149669313896,57.67801992294161,69.27113479673784,56.23774312840842,87.34,8.62,1.88,3.67,72.64056066682431
89.83275804969891,82.60841870589275,95.16078044736159,87.50734250213767,76.89191800866206,80.86012784693916,75.04,5.1,1.72,7.24,59.51466042788133
66.44453907249526,59.200912992935955,57.402993610274756,68.29329972307782,51.59587702958288,68.08305104975072,66.36,3.61,1.35,2.3,66.61330112172746
67.15996388965135,63.801386125707786,94.01906335266116,72.4120598115198,63.72527539825101,58.55110744650331,71.2,4.24,3.99,5.72,38.85237820132816
86.83275865317104,76.71112908886404,90.19107100552394,92.00394909562141,84.34748192566258,84.87930139140315,97.93,7.61,3.74,3.27,63.80736945413999
85.37127836722804,88.69678341040236,74.94453225924534,77.63660166596155,86.48812059502553,75.9639293525374,58.33,5.76,2.95,3.68,51.351169128077174
47.95343204874047,57.952832612926144,55.84433210665915,48.30978658774201,54.51241300835498,59.07220416504741,58.36,7.29,3.9,3.97,63.433458851350665
40.439467125858606,51.52333600950739,41.05917671831984,42.21983474682153,49.79262950196019,37.01810607473781,93.68,4.89,2.06,7.88,42.344851770247224
83.11084825944704,90.93307308540915,83.86885619456133,69.19589616587957,75.40118175989906,77.14375533043244,50.16,9.64,2.96,8.38,54.35812498706795
52.58729336097912,46.47775510310734,43.28697428296093,42.50789104608337,45.409413618857116,40.11894739373848,93.27,3.67,0.8,4.92,35.434344869341245
41.04058163961534,51.222090751534274,57.673148009164386,67.76385622146951,49.177618979894135,56.402183130523,66.73,1.08,0.95,9.47,78.9131366591461
51.45208518772445,50.00062723741148,49.27842941151856,60.14718485719642,52.20108523164963,56.69985411547044,81.5,8.61,1.48,4.19,68.83837396488578
60.62994956140052,68.7051866301848,59.94019975103824,52.07571336637011,61.331265039320996,53.29725574566749,93.89,5.34,2.82,6.34,41.81911208614393
91.89666000643027,83.6517141332841,90.49690406336586,100.0,80.69582704979476,88.68912170461567,73.7,2.74,1.04,6.95,70.06682163674621
69.39941839623934,66.9055822151303,62.30259070859255,68.94778391542452,65.5290065308778,64.44833200916833,79.71,8.21,1.99,2.91,58.279774689327866
79.52568798533831,79.35328112062925,70.08423317106175,73.57387329075203,87.47726024118593,82.8456939925997,98.11,6.88,4.19,5.73,72.00790948097206
63.334295089449995,63.986878143994204,88.61987775563938,83.63070200822746,65.74790237275309,78.72209655903447,96.61,7.46,3.82,2.51,97.01818540721307
78.51254691882173,86.74945513304978,82.5463274128594,80.45684825645861,81.63380693528251,81.50015903821776,78.46,4.44,4.67,4.89,57.71545208849085
68.28793523312498,59.1952966552855,61.49434651336503,55.76154607254421,69.05576748509843,50.114375426798006,82.57,3.33,0.35,4.72,31.846913379079417
35.48182192161699,36.74348522146382,31.600601340285234,31.91948839923134,38.29818011221941,43.549724046048354,59.41,3.57,2.38,9.59,58.62849759579165
38.753622293030816,44.074627539998,39.21042960978782,50.414343633082495,42.51279032135608,51.156175729949794,93.93,1.64,0.16,7.7,74.82471860378706
65.8432857972818,71.2492191675054,65.16979080760292,73.32588230668473,89.15832586269688,84.98774431538207,76.9,6.96,0.58,6.0,100.0
77.95710975216521,76.98745497597523,82.11067326233967,82.54752176291754,77.84269391831916,64.07228361364585,97.48,3.96,0.47,9.97,48.73450645232956
32.084586357314244,51.7161842888309,32.99671897796275,30.0,42.66711207965655,30.161802610867866,68.21,8.67,3.78,6.49,30.0
48.47250295286076,40.66585660236162,52.39098221544873,49.26854870110982,49.60058531554432,47.35654403137413,76.33,5.06,2.9,8.89,47.863827792727506
68.49853290139711,57.53552582298727,75.13330775816702,60.35856321360368,77.33002490479589,60.57911638514968,64.24,7.77,0.15,3.55,46.19179225938866
74.98523129308704,74.09473204435133,70.55781529589463,67.09981630058404,80.93055853526332,79.28366997927706,79.38,4.18,2.41,6.38,79.35595718034577
98.50284580514068,85.80348634392092,93.0787652336077,76.3052692036548,82.35240787061548,89.32723416206284,72.13,5.44,1.56,5.34,57.480463588890565
39.77705765803591,60.19222450398635,46.011527557606875,59.26903362223129,46.82931086026278,49.743190160083934,67.04,4.68,1.74,7.87,67.64536059998396
69.28552057400907,92.14721868267534,83.29844516582584,78.3043504815184,91.68603954473883,86.25234966281361,53.2,2.49,1.5,5.85,95.88713702697757
62.68327671096405,59.10834653814079,67.58099023767473,56.65665169133448,59.169037408193375,51.43372910518401,74.7,1.5,4.77,2.16,30.0
45.80226011633396,62.28060998450533,36.53361945699558,40.79069357626536,45.45947248238108,49.33331219612751,89.83,1.39,2.83,4.58,60.989786451238146
74.60165087367417,72.40431301160578,74.85799505282337,80.13582071897328,86.68142278537854,78.01170283851032,68.75,6.63,3.97,3.53,65.02306063802031
42.00447605544074,36.992456245341955,63.08997976451289,44.38952589185034,31.645046697124194,30.0,55.8,7.06,2.16,8.35,30.0
56.31802274284012,42.95366935124202,64.44807753704062,62.39157766730249,56.05459966319865,48.04661554787308,95.51,3.74,2.25,5.89,44.24227152108028
48.97997553511352,30.0,30.0,31.491923090161904,46.72339536675425,39.25972843734354,82.24,3.11,3.66,3.31,30.0
72.65510548460134,90.18206029308305,67.36767911105657,76.73818386185106,77.51023281993157,81.20926196202886,79.44,8.11,3.28,6.48,74.55277246497276
37.49431915219487,30.0,31.880170691820467,30.0,30.0,41.2997325552265,62.7,6.58,2.68,1.54,53.047962396094995
